RASSVET-3 1             
1 68383U 26063D   26110.57151396  .00083906  00000+0  55769-3 0  9992
2 68383  97.2871 252.4040 0001401  61.4389 298.7017 15.75198470  4238
STARLINK-37137          
1 68384U 26063E   26110.59163637  .00226818  00000+0  14769-2 0  9991
2 68384  97.2853 252.3762 0002439  11.3253 348.8067 15.75260532  4236
STARLINK-37128          
1 68385U 26063F   26111.91668981 -.00054867  00000+0 -36862-3 0  9995
2 68385  97.2858 253.8677 0000873 121.8425  61.1132 15.75236141  5363
STARLINK-37198          
1 68386U 26063G   26110.57575501  .00211479  00000+0  13801-2 0  9991
2 68386  97.2862 252.3978 0001568  50.0933 310.0469 15.75254158  4238
STARLINK-37223          
1 68387U 26063H   26111.91668981 -.00059487  00000+0 -40026-3 0  9997
2 68387  97.2857 253.8720 0001253  96.2521  98.7205 15.75217549  5412
STARLINK-37203          
1 68388U 26063J   26109.84907098  .00448612  00000+0  22118-2 0  9993
2 68388  97.2841 251.7032 0000959   8.2437 351.8847 15.80940298  4122
STARLINK-37197          
1 68389U 26063K   26110.58528338  .00196561  00000+0  12857-2 0  9995
2 68389  97.2855 252.3841 0002903  18.6488 341.4883 15.75239790  4234
STARLINK-37193          
1 68390U 26063L   26110.65694087  .00253031  00000+0  16423-2 0  9999
2 68390  97.2859 252.7459 0002349  92.3987 267.7547 15.75262811  4266
STARLINK-37216          
1 68391U 26063M   26110.36894022  .00170532  00000+0  11203-2 0  9994
2 68391  97.2860 252.2209 0001316  59.8177 300.3218 15.75215149  4204
STARLINK-37215          
1 68392U 26063N   26111.91668981 -.00048944  00000+0 -32863-3 0  9999
2 68392  97.2860 253.8619 0001196  91.1164  79.8416 15.75226319  5411
STARLINK-37184          
1 68393U 26063P   26110.54166604 -.00260680  00000+0 -14191-2 0  9999
2 68393  97.2840 252.4449 0001297  52.2629 307.8757 15.80537113  4236
STARLINK-37157          
1 68394U 26063Q   26110.64104802  .00159301  00000+0  10475-2 0  9999
2 68394  97.2864 252.4617 0001488  95.7417 264.4018 15.75225513  4240
STARLINK-37172          
1 68395U 26063R   26110.63293005  .00295249  00000+0  19042-2 0  9994
2 68395  97.2864 252.4732 0001601  96.6580 263.4868 15.75292543  4246
STARLINK-37190          
1 68396U 26063S   26109.65390989  .00313040  00000+0  15726-2 0  9999
2 68396  97.2846 251.5079 0002018 103.0075 257.1419 15.80878781  4091
STARLINK-37194          
1 68397U 26063T   26111.91668981 -.00042517  00000+0 -28522-3 0  9991
2 68397  97.2860 253.8763 0001320 113.1885  93.7721 15.75220288  5413
STARLINK-37220          
1 68398U 26063U   26110.00003472 -.00254439  00000+0 -17483-2 0  9990
2 68398  97.2860 251.8413 0001563  73.7098  15.8879 15.75293295  5103
STARLINK-37187          
1 68399U 26063V   26110.66447598  .00216498  00000+0  10978-2 0  9997
2 68399  97.2847 252.5835 0002927 110.9639 249.1943 15.80921362  4253
STARLINK-36235          
1 68400U 26063W   26111.91668981 -.00059122  00000+0 -39769-3 0  9991
2 68400  97.2856 253.8869 0001530  85.8096 145.1586 15.75221614  5417
STARLINK-37175          
1 68401U 26063X   26110.05729657  .00121043  00000+0  79969-3 0  9990
2 68401  97.2864 251.8781 0001080  66.5940 293.5439 15.75226332  4159
STARLINK-36360          
1 68402U 26063Y   26111.91668981 -.00053091  00000+0 -35691-3 0  9992
2 68402  97.2860 253.8811 0001500 115.9510 103.0207 15.75214130  5412
STARLINK-37218          
1 68403U 26063Z   26109.58384476  .00290782  00000+0  14656-2 0  9992
2 68403  97.2853 251.4519 0000657   9.0322 351.0958 15.80862608  4085
STARLINK-37188          
1 68404U 26063AA  26110.66071945  .00174918  00000+0  89318-3 0  9998
2 68404  97.2849 252.5889 0001594  79.6931 280.4517 15.80878687  4252
SHIYAN-33               
1 68405U 26064A   26111.96856898  .00004330  00000+0  18453-3 0  9994
2 68405  97.4634 187.7799 0015319 140.0137 220.2231 15.23383582  3938
LPNTSAT-001 (IOD-1)     
1 68408U 26065A   26110.61211112  .00001871  00000+0  94120-4 0  9996
2 68408  97.4094 352.3251 0016404 199.4886 160.5723 15.18344825  3527
LPNTSAT-002 (IOD-2)     
1 68409U 26065B   26110.61126967  .00005725  00000+0  28032-3 0  9990
2 68409  97.4076 352.3227 0013547 193.5721 166.5151 15.18480466  3500
XINZHENGCHENG-01        
1 68412U 26066A   26111.95715972  .00000390  00000+0  38543-4 0  9995
2 68412  84.9632 263.5161 0027646  89.6164 270.8227 14.88355415  3362
2026-066C               
1 68414U 26066C   26111.95515649  .00000818  00000+0  84173-4 0  9991
2 68414  84.9631 263.5142 0028252  90.3706 270.0755 14.88521463  3363
2026-066D               
1 68415U 26066D   26111.88902138  .00001316  00000+0  13769-3 0  9993
2 68415  84.9630 263.5580 0027623  90.4130 270.0258 14.88442267  3353
TRANSPORTER-16 OBJECT A 
1 68416U 26067A   26110.85027999  .00005809  00000+0  28308-3 0  9990
2 68416  97.4511  70.1962 0004163 102.2527 257.9174 15.18716374  3249
JACK-002                
1 68417U 26067B   26110.85111499  .00005429  00000+0  26526-3 0  9998
2 68417  97.4532  70.2002 0004011 104.3660 255.8020 15.18650506  3243
OPTISAT                 
1 68418U 26067C   26111.11575418  .00003944  00000+0  19425-3 0  9994
2 68418  97.4550  70.4639 0004006 114.7465 245.4186 15.18540897  3287
TRANSPORTER-16 OBJECT D 
1 68419U 26067D   26110.65432402  .00004696  00000+0  23061-3 0  9994
2 68419  97.4507  69.9980 0003564  97.2080 262.9560 15.18549113  3211
ERMIS-2                 
1 68420U 26067E   26110.85147036  .00008188  00000+0  39798-3 0  9998
2 68420  97.4452  70.1805 0003645  87.6051 272.5600 15.18681472  3243
TRANSPORTER-16 OBJECT F 
1 68421U 26067F   26110.85445293  .00003522  00000+0  17470-3 0  9995
2 68421  97.4482  70.1834 0002974  89.7674 270.3901 15.18368603  3245
TRANSPORTER-16 OBJECT G 
1 68422U 26067G   26110.85487611  .00005941  00000+0  29245-3 0  9996
2 68422  97.4446  70.1737 0002874  87.2901 272.8662 15.18358301  3248
TRANSPORTER-16 OBJECT H 
1 68423U 26067H   26110.85564848  .00004278  00000+0  21190-3 0  9998
2 68423  97.4469  70.1783 0002633  97.3922 262.7611 15.18297453  3245
SPACEVAN-002            
1 68424U 26067J   26110.86302808  .00004906  00000+0  24608-3 0  9991
2 68424  97.4488  70.1731 0000814 166.9751 193.1504 15.17784760  3241
ERMIS-3                 
1 68425U 26067K   26110.85684202  .00004050  00000+0  20128-3 0  9995
2 68425  97.4554  70.1989 0002648 125.9600 234.1880 15.18212500  3248
TRANSPORTER-16 OBJECT L 
1 68426U 26067L   26110.85474411  .00009204  00000+0  44953-3 0  9993
2 68426  97.4513  70.1917 0002857 129.6223 230.5264 15.18477518  3247
TRANSPORTER-16 OBJECT M 
1 68427U 26067M   26110.78973185  .00007207  00000+0  35387-3 0  9990
2 68427  97.4515  70.1258 0002710 129.2818 230.8657 15.18369954  3234
OUT OF THE BOX (OOTB)   
1 68428U 26067N   26110.85874197  .00003297  00000+0  16519-3 0  9993
2 68428  97.4536  70.1924 0002177 138.4094 221.7306 15.18061758  3245
TRANSPORTER-16 OBJECT P 
1 68429U 26067P   26110.85946938  .00010077  00000+0  49645-3 0  9997
2 68429  97.4482  70.1746 0001842 172.4965 187.6297 15.18151628  3246
TRANSPORTER-16 OBJECT Q 
1 68430U 26067Q   26110.85662212  .00005539  00000+0  27353-3 0  9998
2 68430  97.4469  70.1772 0002161 104.5895 255.5579 15.18273973  3241
DISCO-2                 
1 68431U 26067R   26110.85761331  .00004878  00000+0  24177-3 0  9997
2 68431  97.4569  70.2023 0002706 145.0119 215.1293 15.18209162  3241
TRANSPORTER-16 OBJECT S 
1 68432U 26067S   26110.86073270  .00004559  00000+0  22784-3 0  9995
2 68432  97.4523  70.1875 0001762 168.2524 191.8751 15.17948570  3245
T.MICROSAT-2            
1 68433U 26067T   26110.81014713  .00004035  00000+0  20853-3 0  9992
2 68433  97.4538  70.1051 0003822 257.7956 102.2849 15.16840127  3231
TRANSPORTER-16 OBJECT U 
1 68434U 26067U   26110.85691547  .00003314  00000+0  16543-3 0  9993
2 68434  97.4546  70.1970 0002682 128.2951 231.8524 15.18190151  3248
ION SCV-019 (ASTOUNDIN*)
1 68435U 26067V   26110.86446634  .00002433  00000+0  12425-3 0  9996
2 68435  97.4514  70.1798 0001085 204.4326 155.6856 15.17634746  3244
HAWK-14B                
1 68436U 26067W   26111.06342942  .00003004  00000+0  15269-3 0  9991
2 68436  97.4512  70.3725 0001098 205.4667 154.6512 15.17623760  3273
TRANSPORTER-16 OBJECT X 
1 68437U 26067X   26110.72909174  .00009812  00000+0  48458-3 0  9999
2 68437  97.4476  70.0411 0001137 176.3453 183.7790 15.18073408  3220
TRANSPORTER-16 OBJECT Y 
1 68438U 26067Y   26110.86093676  .00013669  00000+0  67214-3 0  9992
2 68438  97.4493  70.1768 0001461 197.2577 162.8607 15.18141060  3242
TRANSPORTER-16 OBJECT Z 
1 68439U 26067Z   26110.86345685  .00011865  00000+0  58775-3 0  9991
2 68439  97.4488  70.1724 0000508 198.4117 161.7099 15.17917806  3244
TRANSPORTER-16 OBJECT AA
1 68440U 26067AA  26110.86257352  .00016221  00000+0  79861-3 0  9996
2 68440  97.4487  70.1730 0000625 194.6185 165.5031 15.18058112  3240
HAWK-14C                
1 68441U 26067AB  26110.86603266  .00003003  00000+0  15200-3 0  9997
2 68441  97.4456  70.1575 0000794 290.8422  69.2727 15.17769065  3241
TRANSPORTER-16 OBJECT AC
1 68442U 26067AC  26110.80593169  .00004371  00000+0  22364-3 0  9990
2 68442  97.4506  70.1021 0002470 268.0716  92.0235 15.17151470  3232
TRANSPORTER-16 OBJECT AD
1 68443U 26067AD  26110.67485029  .00003831  00000+0  19681-3 0  9999
2 68443  97.4514  69.9737 0002685 273.5042  86.5885 15.17080112  3214
TRANSPORTER-16 OBJECT AE
1 68444U 26067AE  26110.85733610  .00004676  00000+0  23200-3 0  9992
2 68444  97.4539  70.1948 0002411 132.5413 227.6025 15.18194227  3244
TRANSPORTER-16 OBJECT AF
1 68445U 26067AF  26110.80882603  .00003301  00000+0  17082-3 0  9990
2 68445  97.4484  70.0923 0003199 282.3867  77.7009 15.16920525  3238
HADES-SA (SPINNYONE)    
1 68446U 26067AG  26110.61168190  .00014842  00000+0  75107-3 0  9992
2 68446  97.4383  69.8724 0004563 279.0628  81.0089 15.17108811  3194
TRANSPORTER-16 OBJECT AH
1 68447U 26067AH  26110.85882885  .00006192  00000+0  30679-3 0  9997
2 68447  97.4490  70.1798 0001765 126.1538 233.9860 15.18116174  3246
HAWK-14A                
1 68448U 26067AJ  26111.13028373  .00002971  00000+0  15015-3 0  9992
2 68448  97.4572  70.4378 0001301 285.5296  74.5794 15.17838139  3282
TRANSPORTER-16 OBJECT AK
1 68449U 26067AK  26110.80450489  .00005775  00000+0  29323-3 0  9995
2 68449  97.4482  70.0973 0001895 279.8378  80.2641 15.17284339  3232
TRANSPORTER-16 OBJECT AL
1 68450U 26067AL  26110.86032467  .00005896  00000+0  29317-3 0  9992
2 68450  97.4517  70.1857 0001626 149.3202 210.8127 15.18008070  3242
TRANSPORTER-16 OBJECT AM
1 68451U 26067AM  26110.85947804  .00005973  00000+0  29645-3 0  9992
2 68451  97.4476  70.1745 0001574 126.2927 233.8453 15.18069751  3243
TRANSPORTER-16 OBJECT AN
1 68452U 26067AN  26110.86969661  .00005690  00000+0  28851-3 0  9993
2 68452  97.4518  70.1737 0001870 262.7925  97.3096 15.17338040  3240
TRANSPORTER-16 OBJECT AP
1 68453U 26067AP  26110.86060472  .00005836  00000+0  29040-3 0  9999
2 68453  97.4520  70.1865 0001669 158.5315 201.5989 15.17987550  3243
TRANSPORTER-16 OBJECT AQ
1 68454U 26067AQ  26110.80777872  .00005698  00000+0  29130-3 0  9999
2 68454  97.4543  70.1102 0003351 260.7829  99.3026 15.17045571  3231
TRANSPORTER-16 OBJECT AR
1 68455U 26067AR  26110.80974549  .00003809  00000+0  19688-3 0  9999
2 68455  97.4543  70.1069 0003798 260.0376 100.0429 15.16865952  3238
PARUS-6U1               
1 68456U 26067AS  26110.80954596  .00004758  00000+0  24484-3 0  9994
2 68456  97.4518  70.1002 0003710 260.6756  99.4058 15.16898002  3231
TRANSPORTER-16 OBJECT AT
1 68457U 26067AT  26110.85582835  .00007985  00000+0  39166-3 0  9991
2 68457  97.4514  70.1902 0002607 130.6985 229.4476 15.18372944  3245
SAL-E                   
1 68458U 26067AU  26110.80982959  .00006557  00000+0  33590-3 0  9997
2 68458  97.4446  70.0813 0003822 275.4930  84.5867 15.16915827  3232
TRANSPORTER-16 OBJECT AV
1 68459U 26067AV  26110.81078856  .00004849  00000+0  25005-3 0  9995
2 68459  97.4500  70.0937 0004061 262.0640  98.0132 15.16814574  3239
COSMO                   
1 68460U 26067AW  26110.81046437  .00006020  00000+0  30917-3 0  9998
2 68460  97.4467  70.0862 0004012 268.4968  91.5806 15.16862039  3234
TRANSPORTER-16 OBJECT AX
1 68461U 26067AX  26110.80348291  .00005747  00000+0  29120-3 0  9990
2 68461  97.4521  70.1103 0001775 265.9896  94.1134 15.17357399  3232
TRANSPORTER-16 OBJECT AY
1 68462U 26067AY  26110.53195733  .00005800  00000+0  28923-3 0  9992
2 68462  97.4522  69.8618 0001574 172.9889 187.1368 15.17914774  3199
TRANSPORTER-16 OBJECT AZ
1 68463U 26067AZ  26110.60560603  .00004965  00000+0  25233-3 0  9995
2 68463  97.4500  69.9106 0001600 276.9885  83.1166 15.17322022  3202
TRANSPORTER-16 OBJECT BA
1 68464U 26067BA  26110.67169618  .00003746  00000+0  19133-3 0  9992
2 68464  97.4485  69.9693 0001418 291.9191  68.1892 15.17302004  3218
TRANSPORTER-16 OBJECT BB
1 68465U 26067BB  26110.54003956  .00002331  00000+0  12049-3 0  9999
2 68465  97.4487  69.8407 0001472 289.6664  70.4410 15.17258906  3192
TRANSPORTER-16 OBJECT BC
1 68466U 26067BC  26110.61334769  .00005910  00000+0  30415-3 0  9990
2 68466  97.4453  69.8858 0004136 287.1387  72.9393 15.16794518  3056
TRANSPORTER-16 OBJECT BD
1 68467U 26067BD  26110.54417248  .00013303  00000+0  67193-3 0  9995
2 68467  97.4387  69.8105 0003985 280.9991  79.0794 15.17199699  3199
ERMIS-1                 
1 68468U 26067BE  26111.47201147  .00006828  00000+0  35112-3 0  9998
2 68468  97.4525  70.7472 0004729 248.4749 111.5981 15.16764151  3335
TRANSPORTER-16 OBJECT BF
1 68469U 26067BF  26110.60523652  .00002358  00000+0  12166-3 0  9999
2 68469  97.4504  69.9120 0001479 272.8739  87.2325 15.17311572  3205
TRANSPORTER-16 OBJECT BG
1 68470U 26067BG  26111.47258697  .00006091  00000+0  31407-3 0  9998
2 68470  97.4446  70.7258 0004899 265.7206  94.3467 15.16714423  3334
TRANSPORTER-16 OBJECT BH
1 68471U 26067BH  26111.58075467  .00005584  00000+0  57011-3 0  9998
2 68471  97.7548  70.6964 0002256 217.5099 142.5962 14.91007785  3293
FLYLAB1                 
1 68472U 26067BJ  26111.58230296  .00000541  00000+0  60509-4 0  9997
2 68472  97.7591  70.7041 0003337 209.2553 150.8479 14.90855000  3298
TRANSPORTER-16 OBJECT BK
1 68473U 26067BK  26110.53169278  .00005369  00000+0  26780-3 0  9998
2 68473  97.4505  69.8565 0001290 167.7350 192.3915 15.17938489  3176
BLACK KITE-2            
1 68474U 26067BL  26111.56114731  .00002852  00000+0  28463-3 0  9991
2 68474  97.7513  70.7154 0003924  80.1094 280.0568 14.92313499  3284
TRANSPORTER-16 OBJECT BM
1 68475U 26067BM  26111.58033171  .00006594  00000+0  67036-3 0  9998
2 68475  97.7496  70.6870 0001745 232.1258 127.9803 14.91110799  2769
TRANSPORTER-16 OBJECT BN
1 68476U 26067BN  26111.56144146  .00003636  00000+0  36129-3 0  9995
2 68476  97.7528  70.7175 0004080  90.9227 269.2459 14.92308895  3288
TRANSPORTER-16 OBJECT BP
1 68477U 26067BP  26111.64739002  .00005663  00000+0  57694-3 0  9998
2 68477  97.7501  70.7533 0002345 235.2126 124.8872 14.91089490  2709
FOSSASAT-2E25           
1 68478U 26067BQ  26111.63181158  .00000705  00000+0  75019-4 0  9995
2 68478  97.7559  70.7865 0003412 100.5851 259.5752 14.92029959  3299
TRANSPORTER-16 OBJECT BR
1 68479U 26067BR  26111.63126234  .00002599  00000+0  26114-3 0  9994
2 68479  97.7515  70.7771 0003222  88.4447 271.7141 14.92115086  3297
TRANSPORTER-16 OBJECT BS
1 68480U 26067BS  26111.55747545  .00002806  00000+0  27836-3 0  9994
2 68480  97.7591  70.7364 0005604  95.9566 264.2292 14.92566179  3288
TORO3                   
1 68481U 26067BT  26111.63282914  .00001612  00000+0  16458-3 0  9990
2 68481  97.7629  70.7997 0003976 123.0775 237.0826 14.91982893  3294
TRANSPORTER-16 OBJECT BU
1 68482U 26067BU  26111.55749001  .00002879  00000+0  28538-3 0  9995
2 68482  97.7537  70.7255 0005163  82.9625 277.2182 14.92564677  3284
TRANSPORTER-16 OBJECT BV
1 68483U 26067BV  26111.56118644  .00001197  00000+0  12273-3 0  9991
2 68483  97.7609  70.7353 0004768 105.8093 254.3652 14.92298231  3286
TRANSPORTER-16 OBJECT BW
1 68484U 26067BW  26111.56792065  .00001225  00000+0  12693-3 0  9995
2 68484  97.7581  70.7213 0002792 119.9760 240.1736 14.91832218  3287
TRANSPORTER-16 OBJECT BX
1 68485U 26067BX  26111.56647637  .00006319  00000+0  62826-3 0  9992
2 68485  97.7550  70.7153 0002987 111.3088 248.8450 14.92022710  3289
TRANSPORTER-16 OBJECT BY
1 68486U 26067BY  26111.56866187  .00001146  00000+0  11918-3 0  9995
2 68486  97.7543  70.7113 0002248 110.9056 249.2404 14.91781175  3288
TRANSPORTER-16 OBJECT BZ
1 68487U 26067BZ  26111.56242044  .00003753  00000+0  37343-3 0  9992
2 68487  97.7507  70.7126 0003553  82.8453 277.3170 14.92244867  3286
TRANSPORTER-16 OBJECT CA
1 68488U 26067CA  26111.57290197  .00001169  00000+0  12239-3 0  9992
2 68488  97.7540  70.7049 0001175 128.4908 231.6416 14.91494069  3284
TRANSPORTER-16 OBJECT CB
1 68489U 26067CB  26111.57618792  .00001852  00000+0  19160-3 0  9997
2 68489  97.7501  70.6921 0000526 220.4920 139.6259 14.91285072  3280
TRANSPORTER-16 OBJECT CC
1 68490U 26067CC  26111.57498789  .00001579  00000+0  16384-3 0  9992
2 68490  97.7575  70.7106 0001844 168.3155 191.8106 14.91359792  3285
TRANSPORTER-16 OBJECT CD
1 68491U 26067CD  26111.64569890  .00001335  00000+0  14015-3 0  9992
2 68491  97.7527  70.7617 0001672 218.2468 141.8632 14.91135384  3290
TRANSPORTER-16 OBJECT CE
1 68492U 26067CE  26111.64658865  .00003855  00000+0  39439-3 0  9990
2 68492  97.7536  70.7612 0001831 219.2046 140.9040 14.91105493  3297
TRANSPORTER-16 OBJECT CF
1 68493U 26067CF  26111.64555990  .00003353  00000+0  34345-3 0  9990
2 68493  97.7620  70.7811 0003107 186.3198 173.7982 14.91153339  3294
ICEYE-X71               
1 68494U 26067CG  26111.57451969  .00001865  00000+0  19239-3 0  9995
2 68494  97.7573  70.7108 0001742 164.6280 195.4992 14.91394313  3285
GRAVITAS                
1 68495U 26067CH  26110.92537546  .00000320  00000+0  44402-4 0  9996
2 68495  97.7600  70.0281 0001637 178.9108 181.2110 14.84194594  3187
ICEYE-X73               
1 68496U 26067CJ  26111.63352671  .00001914  00000+0  19463-3 0  9998
2 68496  97.7570  70.7866 0003106 111.3097 248.8454 14.91941088  3290
ICEYE-X75               
1 68497U 26067CK  26111.56678580  .00001903  00000+0  19365-3 0  9990
2 68497  97.7552  70.7161 0002835 106.9745 253.1785 14.91922047  3286
TRANSPORTER-16 OBJECT CL
1 68498U 26067CL  26111.57690250  .00002004  00000+0  20710-3 0  9999
2 68498  97.7510  70.6939 0000961 223.1875 136.9268 14.91240682  3289
TRANSPORTER-16 OBJECT CM
1 68499U 26067CM  26111.57432330  .00001128  00000+0  11851-3 0  9995
2 68499  97.7545  70.7045 0000989 147.6083 212.5196 14.91392496  3280
ICEYE-X74               
1 68500U 26067CN  26111.57387847  .00001875  00000+0  19315-3 0  9992
2 68500  97.7580  70.7133 0001767 157.7633 202.3662 14.91440224  3286
TRANSPORTER-16 OBJECT CP
1 68501U 26067CP  26111.64416821  .00001589  00000+0  16536-3 0  9990
2 68501  97.7593  70.7772 0002592 186.7410 173.3774 14.91245410  3294
ICEYE-X76               
1 68502U 26067CQ  26111.57287959  .00001849  00000+0  19025-3 0  9996
2 68502  97.7586  70.7160 0001949 151.0360 209.0967 14.91508030  3282
FLYLAB2                 
1 68503U 26067CR  26111.58420922  .00001478  00000+0  15683-3 0  9991
2 68503  97.7534  70.6897 0003608 242.2602 117.8251 14.90535758  3286
ICEYE-X72               
1 68504U 26067CS  26111.63617586  .00001920  00000+0  19607-3 0  9994
2 68504  97.7586  70.7871 0002649 127.8808 232.2650 14.91765361  3299
GEMS2-AMETHYST          
1 68505U 26067CT  26111.58575554  .00003596  00000+0  37230-3 0  9990
2 68505  97.7575  70.6955 0004003 219.2158 140.8771 14.90673365  3288
STARLINK-37262          
1 68508U 26068A   26110.64554857  .00099481  00000+0  50134-3 0  9999
2 68508  53.1579 299.0638 0000539  77.0543 283.0540 15.80891542  3300
STARLINK-36292          
1 68509U 26068B   26110.64404612  .00275737  00000+0  13506-2 0  9994
2 68509  53.1568 299.0533 0001073 123.4349 236.6777 15.80966205  3302
STARLINK-37260          
1 68510U 26068C   26110.64404661  .00213883  00000+0  10572-2 0  9994
2 68510  53.1570 299.0532 0001038 127.4832 232.6285 15.80940971  3300
STARLINK-37280          
1 68511U 26068D   26110.64329716  .00300948  00000+0  14694-2 0  9990
2 68511  53.1575 299.0479 0000609  27.3706 332.7348 15.80966482  3304
STARLINK-37286          
1 68512U 26068E   26110.64254486  .00227684  00000+0  11231-2 0  9991
2 68512  53.1575 299.0427 0000894 140.8305 219.2783 15.80947373  3300
STARLINK-36250          
1 68513U 26068F   26110.64106587  .00234439  00000+0  11560-2 0  9991
2 68513  53.1576 299.0328 0000887  97.1967 262.9156 15.80936299  3306
STARLINK-37251          
1 68514U 26068G   26110.64106570  .00338779  00000+0  16463-2 0  9993
2 68514  53.1577 299.0320 0000421  67.6067 292.5000 15.80965851  3300
STARLINK-36293          
1 68515U 26068H   26110.70351386  .00226882  00000+0  11188-2 0  9998
2 68515  53.1571 298.7105 0000470 112.1753 247.9320 15.80955263  3310
STARLINK-36290          
1 68516U 26068J   26110.13303230  .00252364  00000+0  12391-2 0  9992
2 68516  53.1575 301.5533 0000428 106.2874 253.8196 15.80977137  3225
STARLINK-36298          
1 68517U 26068K   26111.33335648  .00077934  00000+0  39645-3 0  9994
2 68517  53.1572 295.5370 0000876 111.5647 243.8000 15.80783944  4616
STARLINK-36857          
1 68518U 26068L   26110.44688947  .00187368  00000+0  93076-3 0  9990
2 68518  53.1574 299.9527 0000673 104.1456 255.9641 15.80910480  3275
STARLINK-36326          
1 68519U 26068M   26110.63804680  .00458809  00000+0  21924-2 0  9999
2 68519  53.1569 299.0115 0000513  90.0543 270.0539 15.81013698  3301
STARLINK-37126          
1 68520U 26068N   26110.44688944  .00190644  00000+0  94674-3 0  9996
2 68520  53.1575 299.9526 0000725 114.8669 245.2429 15.80907833  3274
STARLINK-36347          
1 68521U 26068P   26110.63504481  .00411355  00000+0  19850-2 0  9998
2 68521  53.1571 298.9921 0003049 296.8462  63.2248 15.80927014  3307
STARLINK-36322          
1 68522U 26068Q   26110.63504690  .00187451  00000+0  93066-3 0  9990
2 68522  53.1572 298.9922 0000532  88.8521 271.2563 15.80922151  3307
STARLINK-37208          
1 68523U 26068R   26110.63429089  .00278290  00000+0  13631-2 0  9990
2 68523  53.1575 298.9869 0001734 200.7864 159.3089 15.80959690  3308
